Likes,Name,,Meaning
0,Apaghana,•,Add Meaning
0,Apakunga,•,Add Meaning
0,Apalasin,•,Add Meaning
1,Apamanyu,•,Free from Grief
1,Apampati,•,Add Meaning
3,Aparajit,•,Which can Not be Conquered
1,Aparamit,•,Limitless
5,Aparimit,•,Unbounded
3,Aparjith,•,The One No One can Win
1,Aparnesa,•,Add Meaning
0,Aparoksa,•,Add Meaning
0,Apasanka,•,Add Meaning
0,Apaspati,•,Add Meaning
1,Apatihat,•,Without a Match
2,Apekshit,•,Desired; Expected
0,Apnavana,•,Add Meaning
1,Apninder,•,Own God
0,Apomurti,•,With a Water Like Form; Flexible; An Idol of the God of Water
0,Appasami,•,Add Meaning
1,Apramaya,•,Add Meaning
5,Aprameya,•,A Name of Lord Krishna
1,Apratima,•,Add Meaning
0,Apratipa,•,Add Meaning
0,Apratula,•,Cannot be Compared; Unparalleled
1,Apremeya,•,Add Meaning
1,Apritapa,•,Guarding the Joyous; Lord Vishnu
1,Araadhak,•,Worshipper
0,Arabhata,•,Enterprising; Courageous
1,Arabinda,•,Lotus
0,Arabindo,•,Add Meaning
0,Aradhaka,•,Add Meaning
6,Aradhaya,•,Ideal
1,Aramanas,•,Add Meaning
1,Aranatha,•,Add Meaning
1,Aranyaka,•,Add Meaning
2,Aravanan,•,Snaker
2,Aravinda,•,Lotus
1,Aravindh,•,Lotus Eyes; Name of Lord Vishnu
3,Arawinda,•,Add Meaning
1,Arbindar,•,Add Meaning
2,Arbinder,•,God of Lotus
2,Arcismat,•,Flaming; Brilliant; Another Name for Agni; Vishnu and the Sun
3,Ardashir,•,Righteous Ruler
13,Ardhendu,•,Half Moon
2,Areejeet,•,Son of Krishna or Subhadra
1,Arganjan,•,Act of Offering; Sacred; Devoted
2,Aribhima,•,Add Meaning
2,Aridaman,•,Destroyer of Enemy
2,Arimdama,•,Suppresses Foes
2,Aristuta,•,Praised with Zeal
3,Arisudan,•,Killer of Enemies
2,Arivaali,•,Intelligent; Smart
1,Arivalan,•,Intelligence
1,Arivanan,•,Intelligent; Smart
1,Arivolli,•,Light of Understanding; Knowledgeable Man
2,Arivozhi,•,Light of Understanding; Knowledgeable Man
0,Ariyappa,•,Eliminating the Enemy
3,Arjinder,•,Destroyer of Enemy
1,Arkakara,•,Add Meaning
10,Arnadeep,•,Light of Sea
2,Arpitesh,•,Dedicated
30,Arshdeep,•,Lamp of the Sky; Light of Universe
2,Arshilin,•,Smile
14,Arshveer,•,Winner of Sky
3,Artagnan,•,The Knower of All Meanings
0,Artatama,•,Add Meaning
2,Arthdeep,•,Meaningful Lamp
0,Arthvana,•,Add Meaning
1,Arulalan,•,Blessing
1,Arulmani,•,Blessed Gem
2,Arulmoli,•,Gospel
0,Arumugam,•,Faces of Lord Muruga
4,Arumugan,•,Lord Murugan
3,Arunakar,•,The Sun
1,Arunansu,•,Add Meaning
0,Arundeep,•,Red Lamp
17,Arunjeet,•,Morning Victory
2,Arunkant,•,Person Shining Like Morning Sun
4,Arunoday,•,Dawn; Blooming; Sunrise
3,Arunopal,•,The Ruby
1,Arunprem,•,Morning Love
0,Arvacina,•,Add Meaning
2,Arvavasu,•,Priest of the Gods
13,Arvinder,•,Lord of Wheels
1,Arvindra,•,Add Meaning
1,Aryadeva,•,Add Meaning
2,Aryadita,•,Friend; The Noble Conqueror
6,Aryamaan,•,Best of the Best
3,Aryannam,•,Nature Lover; Forest Dweller
1,Aryasura,•,Honourable; Brave Among the Aryas
5,Aryaveer,•,Brave Man
3,Aryendra,•,Lord of the Masters
0,Asambana,•,Add Meaning
0,Asananda,•,Add Meaning
0,Asankita,•,Add Meaning
0,Asapurna,•,Whose Desire is Fulfilled
0,Ascharaj,•,The Wondrous Being
1,Ashadhar,•,Add Meaning
6,Ashankit,•,Symbol of Hope
1,Ashawant,•,Hopeful
1,Ashfaque,•,Noble Prince
9,Ashirvad,•,Blessing
2,Ashitosh,•,Always Happy
0,Ashiyana,•,Beautiful Home; Dwelling Place
0,Ashritha,•,Add Meaning
32,Ashutosh,•,Lord Shiva
9,Ashvanth,•,Strong; Brave
8,Ashwanth,•,The Talent; The Suspense; The Mystery; Horse Speed
1,Ashwasan,•,Condolenses; Encouragement
0,Asiloman,•,Add Meaning
0,Asishram,•,Blessings
1,Asitabha,•,With Unrestrained Glory; Surrounded by Light
1,Asitanga,•,Add Meaning
1,Asrayasa,•,Consuming that which Comes in Contact
0,Asvaketu,•,Horses Bannered
0,Asvapati,•,Add Meaning
2,Asvasena,•,Console
0,Asvatara,•,Add Meaning
2,Asvattha,•,Lord of the Place Where the Horses Rest; Holy Tree Under which God Sit
2,Asvatthi,•,Add Meaning
1,Asvineya,•,Son of the Asvins
1,Aswantha,•,Peepal Tree; Holy Tree; Buddha Got Wisdom Under it
1,Atambodh,•,Spiritual Knowledge
4,Atamchet,•,Spiritual Awareness
1,Atamdeep,•,Divine Lamp
2,Atamgeet,•,Blissful Song of the Soul
1,Atamgian,•,Having True Knowledge
0,Atamjeet,•,Add Meaning
2,Atamjyot,•,The Light; Of the Soul
0,Atamleen,•,Absorbed in the Spirit
2,Atamnaam,•,One who Remembers the Lord
1,Atamprem,•,Spiritual Love
0,Atamrang,•,Imbued with Spirituality
1,Atamroop,•,Embodiment of the Spirit
2,Atamsukh,•,Enjoying the Bliss of Soul
15,Atamveer,•,Brave
2,Atchayan,•,Seemless Provider of Food
1,Ateendra,•,Add Meaning
10,Atharvan,•,Knower of the Arthara Vedas
2,Athavale,•,Remembered
3,Athawale,•,Remembered
2,Athervan,•,One of the Four Vedas
1,Athilesa,•,Add Meaning
0,Athmaram,•,Add Meaning
0,Atibhava,•,Add Meaning
2,Aticanda,•,Add Meaning
2,Atidatta,•,Add Meaning
1,Atimanav,•,Super Man
1,Atimanyu,•,Extremely Zealous
1,Atinaman,•,Add Meaning
0,Atiratra,•,Add Meaning
2,Atisakra,•,Superior to Indra
0,Atisanda,•,Add Meaning
0,Atitheya,•,Add Meaning
0,Ativisva,•,Celestial
1,Ativiswa,•,Celestial
4,Atmanand,•,Blissful
0,Atmarana,•,Add Meaning
0,Atmavira,•,Add Meaning
1,Attahasa,•,With Loud Laughter; Lord Shiva
1,Attamjit,•,Add Meaning
7,Attinder,•,Limitless; Bound-free
3,Atyarati,•,Exceeding Envious
0,Auchitya,•,Add Meaning
1,Augustus,•,Revered; Exalted; Worthy of Respect; Great; Magnificent; Great or Venerable; Majestic
3,Aurjitya,•,Energy; Vigour; Strength
0,Autathya,•,Add Meaning
1,Avabodha,•,Perception; Knowledge; Wise
12,Avadhesh,•,King Dasaratha
6,Avadhoot,•,God Dattatreya
1,Avadhuta,•,Who has Shaken off All Attachment
0,Avajyuta,•,Illuminates Others; Enlightened
17,Avaneesh,•,Master of the Earth
1,Avanipal,•,Protector of Earth
5,Avantika,•,Another Name of Earth
1,Avariyas,•,Not Better
3,Avarodha,•,Obstacle
2,Avarokin,•,Shining; Brilliant
10,Avashesh,•,Remainder
0,Avasthya,•,Add Meaning
0,Avataran,•,Add Meaning
0,Avatsara,•,Add Meaning
0,Avidanta,•,Add Meaning
0,Aviklava,•,Add Meaning
3,Avikrish,•,Coward
16,Avikshit,•,Not See Before
0,Aviksipa,•,Add Meaning
0,Avimukta,•,Not Loosened
8,Avinashi,•,Indestructible
1,Avindhya,•,Add Meaning
1,Avipriya,•,Add Meaning
0,Aviratha,•,Add Meaning
3,Avirbhav,•,Evolution; Progress
6,Avishkar,•,Invention
7,Avishman,•,Man
2,Avnendra,•,Angel of God on Earth
1,Avninder,•,King of Earth
6,Avtarjot,•,Light of God
1,Avtartek,•,Lord's Support
4,Avyuktha,•,Crystal Clear
2,Awadhesh,•,King of Ayodhya
0,Ayahkaya,•,Add Meaning
0,Ayasmaya,•,Add Meaning
5,Ayavanth,•,Lord Shiva
2,Ayngaran,•,God Ayngaran or Son of Lord Shiva
0,Ayodhana,•,Add Meaning
9,Ayushman,•,Blessed with Long Life
0,Ayutajit,•,Add Meaning
1,Ayutasva,•,Having Many Horses
1,Ayyannan,•,Add Meaning
4,Ayyappan,•,Ever Youthful
1,Ayyasami,•,Add Meaning
2,Azhagiri,•,Mountain of Handsomeness
0,Aachuthan,•,Lord Krishna
1,Aadeshwar,•,Bare; Depend
12,Aadhikara,•,Lord Shiva
10,Aadimoola,•,Supreme Being
8,Aadinatha,•,The Primordial Master
12,Aadishwar,•,Aadishwar; Bhagvan; First Jain Tirthankara
31,Aadityesh,•,Power of Sun
12,Aadurusta,•,Lucky
18,Aakarshan,•,Attraction
17,Aandaleeb,•,The Bulbul Bird
1,Aangsuman,•,Sun Rays
13,Aanjaneya,•,Son of Anjani
3,Aanshuman,•,Fearless
10,Aaraadhak,•,Worshipper
26,Aaradhaya,•,Regard
4,Aarurdoss,•,One who is in Everyone
2,Aashadhar,•,One who Keeps Hope
2,Aashamana,•,Precious Water
32,Aashutosh,•,One who Fulfills Wishes Instantly
0,Aatamgosh,•,Inner Light
7,Aatmadeva,•,God of the Soul
1,Aatmanand,•,In the Shadow of Soul
23,Aayushman,•,Long Life
2,Abanindra,•,Sky
8,AbdulAziz,•,Servant of the Beloved One
51,Abhaijeet,•,Victory over Fear
1,Abhaijeev,•,A Fearless Being
3,Abhairaaj,•,Fearless Kingdom
4,Abhaiveer,•,Fearless and Courageous
5,Abhasvara,•,Shining One
5,Abheeshek,•,Consecrating or to Crown
13,Abhibhava,•,Overpowering; Powerful; Victorious
1,Abhidharm,•,Highest Dharma
4,Abhigyaan,•,Source of Knowledge
1,Abhijanya,•,Born Fearless
1,Abhijnana,•,Recollection; Remembrance
4,Abhijvala,•,Blazing Forth
1,Abhikshit,•,Courageous; Never seen Before; Lord Shiva
3,Abhilasha,•,One who Desires Something.
0,Abhilasin,•,One who Desires
1,Abhimakar,•,One who has or Gives Warmth
2,Abhimanee,•,Who Feels Proud to Himself
12,Abhimanya,•,The Son of Arjun in Mahabharat
23,Abhimanyu,•,God; Arjuna's Son
3,Abhinaash,•,Immortal
0,Abhinamin,•,Renowned
8,Abhinanda,•,To Rejoice; To Celebrate; To Praise; To Bless; Delight
0,Abhinandh,•,New
7,Abhinatha,•,Lord of Desires; Another Name for Kama
11,Abhinavan,•,Young; New; Novel; Innovative
2,Abhinayan,•,Fearless Eye
1,Abhineeth,•,Forgiving
1,Abhipuspa,•,Covered with Flowers
2,Abhiraksa,•,One who Protects
0,Abhiratha,•,Add Meaning
1,Abhiratra,•,Small
4,Abhishaan,•,Strong
0,Abhishant,•,Guidence
1,Abhisheka,•,Installed as King
2,Abhishrey,•,The Credit of Good Deed; The Dawn of the Good
0,Abhisikta,•,Anointed; Enthroned
1,Abhisneha,•,Affection; Desire
6,Abhisumat,•,Radiant; Another Name of Sun
2,Abhivadak,•,One who Salutes with Respect
7,Abhivadan,•,Greeting
15,Abhivanth,•,Royal Salute
2,Abhiyanta,•,An Engineer
1,Abhnivesh,•,Long Cherished Desire; Idea; Resolution
0,Abhranaga,•,Celestial Elephant
0,Abhraroha,•,Borne by the Clouds
0,Abhrottha,•,Clouds Born; Indra's Thunderbolt
9,Abhyudaya,•,Rising; Sunrise; Elevation; Increase; Prosperity
1,Abhyudhay,•,New Sun Rise
6,Abhyudita,•,Elevated; Prospered; Raised
1,Abinaswar,•,One who Never Destroy
1,AbulKhayr,•,One who does Good
1,Acalapati,•,Lord of the Immovable; Lord of Mountain
1,Acalendra,•,Lord of the Immovable; The Himalayas
4,Acchindra,•,Flawless; Uninterrupted; Perfect
1,Acchundra,•,Add Meaning
4,Acharjeet,•,Inanimate Victory
3,Achetmeet,•,Carefree Friend
3,Achlapati,•,Lord of Mountain
2,Achlendra,•,King of the Mountains
9,Achyuthan,•,Indestructible
0,Ackersley,•,Meadow of Oak Trees
0,Adaikalam,•,Refuge
3,Adalarasu,•,King of Dance
9,Adarshpal,•,Keeper of Ideals
0,Adharmaka,•,One who is Always Egger to Destroy
4,Adhavaryu,•,Prayer
0,Adhikaraj,•,Greater; More; Lots
2,Adhiksita,•,Lord; Ruler
2,Adhinatha,•,Supreme Lord
0,Adhiratha,•,Charioteer
0,Adhirohna,•,Add Meaning
1,Adhirukma,•,Wearing Gold
1,Adhishesh,•,Abundant; Plentiful; Surplus
2,Adhishwar,•,Supreme Power
0,Adhisvara,•,Supreme Lord; An Emperor
1,Adhusudan,•,Add Meaning
3,Adhyatman,•,The Superior or Supreme Self
0,Adidaitya,•,The First Demon
1,Adimoolam,•,Being Extreme
1,Adimoolan,•,Being Extreme
6,Adipurush,•,Primordial Being
2,Adishwara,•,Lord Shiva
3,Adisisira,•,The Primal Head of Religious Sacrifice
3,Aditpreet,•,Love for the Sun
2,Adityesha,•,Very High or Big Desires
7,Adripathi,•,Master of the Mountains
3,Adviteeya,•,Unique; The First One; No Second
5,Adwithiya,•,Unequalled
2,Agadhbodh,•,Having Unfathomable Knowledge
1,Agadhroop,•,Of Unfathomable Form
24,Agampreet,•,Love for God
6,Agathiyan,•,Name of a Saint
5,Aghornath,•,Lord Shiva
1,Agnibhuti,•,Produced from Fire
2,Agnidatta,•,Given by Fire
4,Agnihamsa,•,The Soul
2,Agnikumar,•,The Son of Fire
6,Agnimitra,•,Friend of Fire
1,Agnimugam,•,Face of Fire; Face of Conflagration
1,Agnimukha,•,Fire Faced
22,Agniprava,•,Bright as the Fire
2,Agnirajan,•,Glorified by Fire
4,Agnisinha,•,Fiery Lion
1,Agnistuta,•,Devotee of Fire; Glorious; Illuminating
5,Agnitejas,•,With the Energy and Lustre of Fire
2,Agnivamin,•,Add Meaning
1,Agnivarna,•,Fire Coloured; Red Faced; Hot; Fiery
1,Agnivesya,•,Surrounded by Fire
2,Agnivirya,•,With the Power of Fire
1,Agrajeeta,•,First Champion
1,Agyapreet,•,One who Loves to Obey
2,Ahannatha,•,Lord of the Day; The Sun
2,Aharpreet,•,One who Loves Activity
2,Ahavaniya,•,To be Offered as Oblation; Perpetual Fire
2,Ahavaniym,•,Add Meaning
1,Ahernisha,•,Add Meaning
1,Ahilocana,•,Serpent Eyed
2,Ajaipreet,•,Invincible Love
1,Ajanubahu,•,One whose Arms are Long Enough to Reach the Knees
2,Ajaparsva,•,One who Possesses Many Goats
3,Ajeetveer,•,Unconquerable Warrior
1,Ajeetwant,•,Invincible and Mighty
2,Ajitaabha,•,Invincible Light
1,Ajitapala,•,Protector of the Invincible
1,Ajitatman,•,One whose Soul Never be Conquered; Pious; Pure
4,Ajitkumar,•,One who is Incapable of Being Conquered; Defeated; Subdued
2,Akalcheet,•,One Absorbed in Eternal One
1,Akaldhian,•,Absorbed in Eternal One
2,Akalendra,•,Lord Shiva
10,Akalnivas,•,One Dwelling in the Eternal Realm
15,Akalpreet,•,Love of God
1,Akalratan,•,Loving Gem of God
8,Akalsimar,•,One Remembering the Eternal God
2,Akanistha,•,Not Young; Elder; Superior
1,Akankshit,•,To Desire
0,Akapivata,•,Unshaken; Firm; Resolute
0,Akarkkara,•,Handless
1,Akashdeep,•,A Lighted Candle
10,Akashdvip,•,Star of the Sky
0,Akhilarka,•,All Pervading Radiance and Brilliance of Sun
1,Akhilesha,•,Lord and Master
4,Akhiljeet,•,All Victorious
2,Akrodhana,•,Free from Anger
10,Akshobhya,•,Lord Vishnu
1,Akyhielan,•,King
3,AlaaUdeen,•,Excellence of Religion
6,Alaganban,•,Handsome
3,Alagappan,•,Handsome
3,Alagarasu,•,Handsome King; King of Beauty
1,Alagendhi,•,Handsome
3,Alagumani,•,Handsome Gem
2,Alakanand,•,River
2,Alexandar,•,Defender of Mankind
4,Alexander,•,Helper and Defender of Mankind; Protector of Mankind; Warrior; Defender of Men
6,Alokendra,•,Victorious; Intelligent
0,Alokpreet,•,Love for Light
1,Aloysisus,•,Fame and War
2,Alpasaras,•,A Little Jewel
1,Amalamani,•,Add Meaning
2,Amalanand,•,Pure Joy
1,Amalatman,•,Pure Minded; Virtuous
1,Amalpreet,•,Pure Love
1,Amangreet,•,Song of Peace
10,Amanpreet,•,One who Loves Peace
0,Amarabahu,•,Add Meaning
2,Amarajita,•,One who Hasconquered the Devas
1,Amarajota,•,Light of the Gods
0,Amararaja,•,King of the Gods
10,Amarendra,•,King of Devas; Lord of Gods
2,Amareswar,•,Lord Siva
11,Amarinder,•,Blessed by God for Immortality
1,Amarishnu,•,Desirous of Immortality
1,Amarmohan,•,Immortal and Attractive
1,Amarnivas,•,Immortal Abode
0,Amaropama,•,Like a God
1,Amarottam,•,The Best Among Gods; Lord Indra
8,Amarpreet,•,Immortal Love of God
0,Amarsingh,•,Add Meaning
1,Ambaadaas,•,Add Meaning
10,Ambareesh,•,King of the Sky
0,Ambarisha,•,Lord of the Sky
1,Amberdeep,•,Light of the Sky
0,Amitanshu,•,Add Meaning
0,Amitaruci,•,Very Glorious
0,Amitiyoti,•,Limitless Brightness
3,Amitjyoti,•,Limitless Brightness
1,Amolkiran,•,Priceless Rays
1,Amolpreet,•,Priceless Love
9,Amritalal,•,One who is Immortal
4,Amritambu,•,Moon
0,Amritansh,•,Noble Partition
6,Amritbaan,•,Living a Nectar-like Way of Life
11,Amritleen,•,One Imbued in the Lord's Nectar; Imbued in Lord
1,Amritnaam,•,Imbued in Lord's Nectar
0,Amritroop,•,Embodiemnet of Nectar
0,Amulpreet,•,Priceless Love
4,Anaimugan,•,Another Name for God Pillaiyar; Elephant-headed
4,Analaksha,•,Shiva
0,Anandatam,•,Enjoying the Bliss of Soul
1,Anandgeet,•,Blissful Song
6,Anandleen,•,One Absorbed in the Lord's Bliss
0,Anandmeet,•,Blissful Friend
11,Anandroop,•,Of Blissful Form; Radiating Bliss
1,Anangjeet,•,One who Conquers Cupid
0,Anantajit,•,Always Victorious
1,Anantaram,•,Vishnu
1,Anantjeet,•,Endless Victory
1,Anantmeet,•,Infinite Friend
0,Anantprem,•,Infinite Love
1,Anbalagan,•,Lovely Person
3,Anbarasan,•,King of Love
1,Anbumadhi,•,Kind and Intelligent
0,Anbumathi,•,Anbu-love and Mathi-moon
0,Anbunambi,•,Kind and Confident
1,Andhakari,•,Rival of Andhaka
0,Aneelroop,•,One of Holy Form
3,Angamuthu,•,Made of Pearls
1,Anganalan,•,Perfection at Glance; Lord Shiva Name
1,Angesvara,•,Add Meaning
0,Anguchami,•,Add Meaning
6,Anilkumar,•,Son of Wind; Hanuman
1,Anilpreet,•,Love for Wind
10,Aniruddha,•,Which Can't be Restricted
10,Anirudhha,•,Free; Grandson of Lord Krishna; Cooperative
3,Anirvinya,•,A Name of God Vishnu
0,Anivartin,•,Add Meaning
1,Aniveshak,•,One who Finds Seeker
2,Aniveshan,•,To Find
0,Anjaljeet,•,Victory with Unity
1,Anjandeep,•,Strange Lamp
1,Anjaneyan,•,Lord Hanuman
2,Anmoldeep,•,Priceless Lamp
0,Anmolmeet,•,Priceless Friend
0,Annadasan,•,Add Meaning
2,Annadurai,•,Add Meaning
4,Annamalai,•,Knowledgeable
0,Annanambi,•,Add Meaning
4,Annavaran,•,Without Fear
7,Annuabhuj,•,Lord Shiva
1,Anokhjeet,•,Wondrous Victory
2,Anoopjeet,•,Unique Victory
0,Anoopleen,•,Absorbed in Beauteous Lord
1,Anoopmeet,•,Beauteous Friend
0,Anoopnaam,•,Radiating the Lord's Being
0,Anooproop,•,Of Beauteous Form
0,Anoopwant,•,Completely Unique
1,Anpalagan,•,Beautiful Lover
0,Anparasan,•,King of Love
12,Anshumaan,•,The Sun
0,Ansudhara,•,Add Meaning
0,Ansumalin,•,Add Meaning
0,Ansusvami,•,Lord of Rays; The Sun
0,Antarbodh,•,Radiating the Divine Light
0,Antargyan,•,Inner Wisdom
2,Antariksh,•,Space; Universe
0,Antarprem,•,Inner Love
0,Anujpreet,•,Love for Younger Brother
1,Anukulika,•,Add Meaning
3,Anuranjan,•,Name of a Raaga; Love
2,Anushtaan,•,Conduct; Regular Performance of Worship
0,Apagasuta,•,Son of the River; Another Name for Bhisma
0,Aparajita,•,Undefeated
0,Aparampar,•,Limitless
1,Aparichit,•,Unknown
1,Aparpreet,•,Tremendous Love
0,Aponaptir,•,Add Meaning
0,Aporajita,•,Flower
1,Appadurai,•,Add Meaning
1,Apratihat,•,Without a Match
0,Araminder,•,Inclination Towards God
0,Aranadhan,•,Hindu God Name; Name of Lord Brahma
1,Arasumani,•,Bello of Justice; Held by the Great King Manuneethi Chozhan
3,Aravaanan,•,Righteous; Decent
3,Aravindan,•,Sweet Heart
0,Archibald,•,Bold; Very Bold; Noteworthy and Valorous; Bold Prince
17,Archisman,•,Sun
1,Ardhakala,•,Add Meaning
3,Ardhendru,•,Half Moon
0,Aristahan,•,Add Meaning
8,Arivarasu,•,King of Wisdom
7,Arivumani,•,Intelligent Jem
1,Ariyadasa,•,Add Meaning
0,Ariyapala,•,Add Meaning
1,Ariyasiri,•,Add Meaning
2,Arjunjeet,•,Bright Love
10,Arkadyuti,•,Ray of the Sun
3,Arkaprava,•,Light of Sun
1,Arkeshwar,•,The Sun
0,Arshinder,•,King of the Heaven
18,Arshpreet,•,Love with Sky
0,Arthapati,•,Add Meaning
0,Arulaalan,•,Benevolent; Charitable
1,Arulappan,•,First Ray of Sun
3,Aruldasan,•,A Slave of Blessing
1,Arulvelan,•,God Murugan
2,Arumporul,•,Unique
3,Arumukhan,•,Lord Murugan
4,Arunagiri,•,Lord Shiva
1,Arunakara,•,The Sun
2,Arunakham,•,Add Meaning
1,Arunamshu,•,Reddish Rays
4,Arunanuja,•,Add Meaning
2,Arungedan,•,Man Secure from Ills
1,Arunkiran,•,Person Shining Like Sun Rays
9,Arunkumar,•,Sun Light; Natural; The Son of God Sun i.e Shani (Saturn)
4,Arunpreet,•,Who Loves Redness and the Morning Sun
1,Arvavasan,•,Add Meaning
1,Arvindera,•,Lord of Wheels
1,Aryabhata,•,Enterprising; Best Among the Masters; Courageous
2,Aryaditya,•,Sun Like Person in Aryans
1,Aryamisra,•,Excellent Among the Nobility
7,Aryamitra,•,The Friend of Good People
2,Asadharan,•,Uncommon; Special
5,Ashcharya,•,Surprise
4,Ashishpal,•,Fosterer of Blessings
4,Ashraydat,•,One who Gives Shelter and Protection
5,Ashuthosh,•,Fulfillment of Wishes
0,Ashwasena,•,Add Meaning
1,Ashwatham,•,Immortal
11,Asitvaran,•,Dark Complexioned
0,Astakarna,•,Add Meaning
1,Astamurti,•,Eight Faced
0,Asvadavan,•,Add Meaning
0,Asvagriva,•,Horse Necked; With a Long and Long Neck
2,Asvasirsa,•,Horse Headed; A Form of Vishnu
2,Asvathama,•,Sun of Drona
3,Aswaghosh,•,Name of a Philosopher
1,Aswattama,•,Drona's Son
0,Atamcheen,•,One who Realises his Real Self
0,Atamdaras,•,Spiritual Vision
0,Atamdhian,•,Absorbed in the Soul
1,Atamendra,•,Bliss of Soul
1,Atamkaram,•,Acting to Attain the Spirit
1,Atamnivas,•,One who Dwells in the Soul
0,Atampreet,•,Spiritual Love
0,Atamraman,•,One who Cherishes the Soul
0,Atamsimar,•,Absorbed in the Spirit
6,Atharvana,•,Add Meaning
1,Athiyaman,•,Ancient King
0,Atmabhava,•,Add Meaning
6,Atmajyoti,•,Light of Soul
1,Atmakriya,•,Add Meaning
8,Atmananda,•,Bliss of Soul
1,Atulpreet,•,Matchless Love
2,Atultejas,•,Immeasurable Brightness
0,Aulatmaja,•,Add Meaning
1,Aunuttama,•,Add Meaning
1,Auttamika,•,Connected to the Gods of the Sky; Pious
4,Avanideep,•,Lamp of Earth
9,Avanindra,•,King of the Earth
1,Avanipala,•,Protector of the Earth
7,Avishkaar,•,Innovation
0,Avtarjeet,•,God's Victory
1,Avtarprem,•,Love of God
4,Ayushmaan,•,Having Long Life
2,Ayustejas,•,Life's Energy; Energy of Life
0,Ayyadurai,•,Add Meaning
1,Ayyakannu,•,Add Meaning
1,Ayyamuthu,•,Add Meaning
0,Azhagesan,•,Add Meaning
2,Azhaguraj,•,King of Handsomenesss
46,Aabavaanan,•,Reliable or Responsible
12,Aadalarasu,•,King of Dance
10,Aadhimulam,•,One who is Very First of Everything
2,Aadimoolan,•,Supreme Being
0,Aadityapal,•,Protector of the Sun
9,Aahlaadith,•,Joyous Person
7,Aahwaanith,•,One who has been Invited; Wanted
6,Aakashdeep,•,The Sky; Vast Like the Sky
2,Aalavandan,•,Majestic; The Writing
6,Aarumugham,•,Another Name for God Murugan
1,Aashirbaad,•,Blessing
1,Aatmabandu,•,Dearest
1,Aatmagupta,•,Joy of Soul
2,Aatmeshwar,•,Selfe Respect
2,Aatmgaurav,•,Add Meaning
26,Aayushmaan,•,With Long Life
1,Abhaipreet,•,Fearless Love
13,Abhayankar,•,He who Gives Courage
4,Abhaydatta,•,Fearless Son
1,Abhaysimha,•,As Fearless as a Lion
1,Abheeshtha,•,Ones Desire
8,Abhicandra,•,Having a Moon Like Face
1,Abhijeevan,•,Add Meaning
16,Abhimanuya,•,The Son of Arjun in Mahabharat
2,Abhinabhas,•,Famous
14,Abhinandan,•,Greetings; Felicitous; Welcoming
14,Abhinivesh,•,Desire
2,Abhiramana,•,One who Delights
0,Abhishesha,•,Desirous
1,Abhishikth,•,Blessed by God; Grate
1,Abhisumant,•,Radiant; Another Name of Sun
3,Abhisyanta,•,Splendid; A Son of Kuru and Vahini
7,Abhivaadan,•,Greeting
4,Abhivachan,•,Good Word
3,Abhivandan,•,Salutation
3,Abhivandya,•,One who is Treated Respectfully
2,Abhrakasin,•,With Clouds for Shelter; An Ascetic
4,Acalesvara,•,God of the Immoveable
2,Acaryasuta,•,Son of the Teacher
1,Achalapati,•,Lord of the Immovable; Lord of Mountain
5,Achalendra,•,Lord of the Immovable; The Himalayas
1,Acharpreet,•,Inanimate Love
3,Acyutaraya,•,Worshipper of the Infallible
1,Adalarasen,•,King of Dance
1,Adalvallan,•,Best Dancer
0,Adheeshwar,•,Lord of Kings
3,Adhikshita,•,King; Ruler
2,Adhiraiyan,•,Name of Lord Shiva in Tamil
0,Adhiyamaan,•,Name of a King
2,Adinarayan,•,Lord Vishnu
0,Adisankara,•,Supreme God
1,Adishankar,•,Sri Shankracharya
0,Adishanker,•,Shi Shankaracharya; Founder of Adwaithya Philosophy
1,Aghoranath,•,Lord Shiva
3,Agnikumara,•,Son of Agni
3,Aishwariya,•,Wealth
0,Ajatasatru,•,Born without Enmity to Wards Any One
4,Ajatshatru,•,One who has No Enemies
1,Ajeetpreet,•,Invincible Love
1,Ajinderpal,•,Invincible Fosterer
2,AjitKumaar,•,Hero
1,Akalapathi,•,Lord Shiva
1,Akalchetan,•,Aware of Eternal Love
1,Akaldharam,•,Religion of Eternal Truth
2,Akalesvara,•,Lord Shiva
15,AkalKeerat,•,One who Sings God's Praises
14,Akalsharan,•,The One Taking Shelter in God
0,Akashaling,•,Shivalinga at Chidambaram
1,Akashdveep,•,Star
0,Akashpreet,•,Love for Sky
0,Akhadanand,•,The God; Completelt Happy
4,Akhilatman,•,Universal Soul of Brahman
4,Akhilendra,•,Lord of the Universe
0,Akhileswar,•,Nikhileswar
1,Akhilpreet,•,Love for Everyone
3,Akshakumar,•,Son of Ravana
0,Akshayguna,•,Good
2,Alagarasan,•,King of Beauty; Handsome
1,Alagarsami,•,Handsome
0,Alaginiyan,•,Handsome and Sweet
3,Alagumuthu,•,Handsome Gem
0,Alagusivan,•,God Sivan
0,Alaiarasan,•,King of Waves
0,Alakhpreet,•,Love for Countless
8,Amanjeevan,•,Lives a Peaceful Life
0,Amansaroop,•,Embodiment of Peace
3,Amarabaahu,•,Son of Anaranya of Ecchvaku Dynasty
1,Amaradhipa,•,Lord of the Gods
3,Amaranaath,•,Immortal God; Lord Shiva
1,Amararatna,•,Jewel of the Gods; Crystal
1,Amarasimha,•,Add Meaning
1,Amarbhagat,•,Immortal Devotee
1,Amardharam,•,Immortal Religion
