Likes,Name,,Meaning
67,Shubh,•,Fortunate
18,Shuja,•,Brave; Bold; Valour
36,Shuna,•,Lord Indra
14,Shura,•,Lord Shiva; Defender of Man
17,Shwas,•,Breath
6,Shwet,•,Bright
122,Shyam,•,Dark Blue; Black; Lord Krishna
10,Sibhi,•,Name of the King
33,Sidak,•,Wish
11,Sidda,•,Be Ready
44,Siddu,•,Fear; Be Ready; Lord Shiva
14,Sidhu,•,Punjabi Cast
11,Sihag,•,Sword
22,Silpa,•,Like a Sculpture - Beautiful; A Perfect Charming Boy
35,Simar,•,Light Covering; A Scarf; One who is Absorbed in God; Very Handsome and Cute
10,Simba,•,Lion; Leonine
31,Simha,•,The Lion
15,Simon,•,Listening Intently; He who has Heard; The Word of God; To Hear or be Heard
13,Sinda,•,Strong
15,Singh,•,Lion
41,Sinha,•,Hero
61,Siraj,•,Lamp; Light; Beam; Another Name for Prophet Muhammad
12,Sirak,•,Inteligent
43,Sisir,•,Winter
35,Sivan,•,The Ninth Month
41,Skand,•,Spurting; Flowing
10,Slade,•,Child of the Valley
11,Slesh,•,Mouth of God
40,Smeet,•,Smile
18,Smith,•,Tradesman; Blacksmith; Smile
19,Smiti,•,Happiness
78,Smyan,•,Smile; Always Smiling
3,Sneha,•,Love
15,Snehu,•,Moist; The Moon
25,Soban,•,Steps
14,Sobha,•,Glorious; Virtuous
18,Sodhi,•,Friendly
26,Sohal,•,Soft; Delicate
140,Soham,•,Lord Brahmha; The Presence of Divinity of Each Soul; Breath; I am
164,Sohan,•,Good Looking
29,Sohel,•,Moon Light
64,Sohil,•,Beautiful
43,Sohit,•,Charming
19,Sohum,•,I am Him; Every Soul has a Presence of God in it; God is Within
16,Sojit,•,To Win Goodness
7,Solai,•,Area Covered with One Type of Tree; Flowers; Maancholai means Mango Plantations; Pooncholai means Flower Garden
5,Solok,•,God Prey
15,Somaj,•,Son of the Moon
15,Somak,•,Little Moon
17,Somal,•,Moon's Love; Soft
23,Soman,•,The Moon
36,Somen,•,Best; King Among Beautiful Persons
28,Somil,•,A Friend; Soft Natured
13,Somir,•,Wind
22,Somit,•,Someone who has Got Everything
17,Sonal,•,Golden
88,Sonit,•,Person with Good Intentions
18,Sonny,•,A Young Boy; Son; A Nickname and Given Name; Youngster; Like a Bear
16,Soori,•,Heavy Weapon
22,Sopan,•,Steps
8,Soumi,•,Friend
13,Souri,•,Brave or the Name of Lord Krishna
23,Sovit,•,Sun
7,Sowri,•,Star
9,Sravu,•,Brave
13,Srini,•,Grades
9,Srinu,•,Creative; Inspired Person
10,Sriya,•,Goddess Lakshmi
29,Sthir,•,Focused
51,Subal,•,A Friend of Lord Krishna
42,Subas,•,Good Speaking; Nice Smell
13,Subba,•,Good
31,Subbu,•,Lord Karthikaya's Follower
21,Subha,•,Auspicious; Happy
11,Subhi,•,Early Bright; Dawn
10,Subhy,•,Early Morning
46,Subin,•,Good King
16,Subir,•,Brave Warrior
9,Sudas,•,Good Servant
30,Suday,•,Gift
11,Sudeb,•,A Real God
71,Sudev,•,Good Deity
44,Sudhi,•,Scholar
19,Sudin,•,Good Day
87,Sudip,•,Good Light; Very Bright
76,Sudir,•,Bright
23,Sudiv,•,Shining Brightly
12,Sudya,•,Shining Brightly King
36,Sugan,•,Fine; Silent
6,Sughu,•,Lovable
85,Suhan,•,Prince
143,Suhas,•,Beautiful Smile; Smiling Beautifully
89,Sujal,•,Affectionate; Pure Water
129,Sujan,•,Honest; Wise; Exalted Knowledge
15,Sujas,•,Renowned
41,Sujat,•,Belonging to a Good Clan
103,Sujay,•,Victory
164,Sujit,•,Victory
8,Sujog,•,Beauteous Union with God
11,Sujoy,•,Happy; Winner
3,Sukas,•,Breeze; Always Happy
14,Sukha,•,Happy; Joyful
2,Sukhi,•,Happy
22,Sukul,•,Sprung from a Noble Family
35,Sulek,•,Sun
4,Sulya,•,Thy Breath
19,Sumad,•,Joyful
10,Sumah,•,Glorious
121,Suman,•,One has Good Heart; Flower; Cheerful and Wise
17,Sumat,•,One with Wise Intellect
41,Sumay,•,Wise
31,Sumed,•,Wise
16,Sumer,•,Gold Mountain
12,Sumil,•,Add Meaning
12,Sumir,•,Wind; Victory
135,Sumit,•,Good Friend; Well Measured; A Good Friend
14,Sumod,•,Happy
34,Sumuk,•,Lord Ganesh
30,Sunam,•,Good Name; Fame
35,Sunar,•,Happy
83,Sunay,•,Wise; Leader; A Well Conducted King
18,Sunda,•,Melting; Very Tender
176,Sunil,•,Blue; Sapphire; Dark Blue; Red Lotus; Pomegranate Tree
9,Sunir,•,Blue
26,Sunit,•,Dark Blue
70,Sunny,•,Bright Disposition; Cheerful; Full of Sunshine; Sun; Happy Day; Sunny
15,Suoud,•,Good Luck
9,Supam,•,Bird; Ray of Light
160,Suraj,•,The Sun
33,Suram,•,Beautiful
52,Suran,•,Pleasant Sound
30,Suras,•,Juicy
21,Surat,•,Of Awakened Consciousness
10,Surej,•,Sun
54,Suren,•,Lord Indra
11,Surin,•,Wisest Amongst the Wise
13,Surit,•,Good Knowledge
1,Suruj,•,Shine
47,Surup,•,Lord Shiva
108,Surya,•,Sun God; Sun
21,Susah,•,Lord Shiva
26,Susai,•,Father of Christ
17,Susam,•,Very Beautiful
53,Susan,•,Lord Shiva
36,Susen,•,Lord Shiva; Lord Vishnu
23,Susil,•,Great Character
15,Sutam,•,Best Among the Virtuous
3,Sutap,•,Seeker of God
6,Sutar,•,Holy Star
43,Sutej,•,Lustre
4,Sutho,•,Spouse
4,Sutoy,•,A River
20,Suvah,•,Patient
15,Suvak,•,Learned
5,Suvam,•,Lord Shiva
151,Suvan,•,Lord Shiva; The Sun
17,Suvar,•,The Sun; Light
44,Suvas,•,Lord Shiva
28,Suvel,•,Placid
24,Suven,•,Son of Sun God
55,Suvir,•,Lord Shiva
29,Suvit,•,Good Wealth
12,Suyab,•,Add Meaning
11,Suyat,•,Lord Vishnu
20,Suyog,•,Good Timing
33,Svang,•,Good Looks
35,Svarg,•,Heaven
77,Swami,•,Master
13,Swamy,•,A Mystic; A Yogi; Lord Ganesh
4,Swani,•,Add Meaning
10,Swant,•,A Person who Listens to his Soul
22,Swapn,•,Dream
17,Swarn,•,Gold
19,Swati,•,Star
13,Swaym,•,Self Powered
3,Syrus,•,Friend of God
40,Saabir,•,Patient; Enduring
12,Saacha,•,Truthful
85,Saagar,•,Ocean
38,Saahid,•,Wakeful
65,Saahil,•,Sea Shore
34,Saahir,•,Wakeful; Charming; Enchanting
26,Saajid,•,One who Worships God; Prostrator; Adotar
14,Saaket,•,Lord Rama; Lord Krishna
24,Saaksh,•,True
27,Saalih,•,Good; Righteous; Virtuous
6,Saaman,•,Respect
43,Saanjh,•,Evening
57,Saaras,•,Swan
6,Saarik,•,Add Meaning
63,Saarth,•,Meaningful
14,Saatej,•,Possessing of Brilliance or Intelligence
19,Saavan,•,Evening
18,Sabala,•,Powerful; Mighty
52,Sabari,•,Lord Ayappan
19,Sabeeh,•,Beautiful; Pretty; Handsome; A Narrator of Hadith
14,Sabeer,•,Patient; Tolerant
38,Sabhya,•,Refined
9,Sabine,•,Rising Star
5,Sabjan,•,Add Meaning
19,Sachan,•,Friendly
44,Sachet,•,Consciousness
189,Sachin,•,Nil; Pure; Existence; Lord Indra; Lord Shiva
85,Sachit,•,Consciousness; Joyful
58,Sachiv,•,Friend
12,Sadeeq,•,Trustworthy
11,Sadeev,•,Always; Permanent
10,Sadegh,•,Sincere
23,Sadgun,•,Virtues; Good Qualities
62,Sadhan,•,Processing
16,Sadhik,•,Winner
47,Sadhil,•,Perfect
11,Sadhin,•,To Accomplish
7,Sadhna,•,Weapon
12,Sadhuj,•,Good Conduct
19,Sadhvi,•,Chaste Honest Virtuous
10,Sadhya,•,Possible
19,Sadiva,•,Eternal
22,Saffar,•,Coppersmith; An Authority of Hadith
37,Safwan,•,Rock; Solid; Pure; Old Arabic Name
6,Sagara,•,Succeed
45,Sagnik,•,Fire
5,Sagren,•,Add Meaning
13,Sagrin,•,Lord Shiva
16,Saguna,•,Possessed of Good Qualities
14,Sahaja,•,Natural; Original; Innate; Loop
13,Sahana,•,Patience
16,Sahanj,•,A King
33,Sahara,•,Lord Shiva; Wilderness; Name of a Desert
24,Sahaya,•,Lord Shiva
12,Sahayu,•,Victorious
15,Sahbaj,•,Brave; Mighty
32,Sahdev,•,Most Talented King; One of the Pandava Princes
32,Sahith,•,Literature
8,Sahnaj,•,A King
11,Sahuri,•,Victorious Strong
9,Saibal,•,Algea; Lord; Raper
18,Saibya,•,Belonging to Lord Shiva
7,Saidas,•,Servant of God
38,Saihaj,•,Peaceful; Gentle; Soft; Patient; Equipoise Person
9,Saikat,•,Beach
19,Sailaj,•,Full of Stones
11,Sailan,•,Add Meaning
10,Sailik,•,Add Meaning
5,Sailor,•,Boat Pilot
11,Sainit,•,Add Meaning
37,Sairam,•,God; Blessing of Saibaba
8,Saisha,•,God
4,Saivan,•,Add Meaning
11,Sajaad,•,Worshipper of Allah
6,Sajeet,•,Add Meaning
49,Sajeev,•,Alive
62,Sajith,•,Lord Ganesha
31,Sajiva,•,Full of Life
16,Sajjad,•,Worshipper of Allah; One who does Much Prostrations; Obedient; Kneeling in Prayer
59,Sajjan,•,Noble Respectable; A Dear Friend; Righteous Person
53,Sakash,•,Illumination
12,Sakesh,•,Lord Vishnu
12,Saketa,•,Lord of Everything
47,Saketh,•,God; Lord Krishna
1,Sakhil,•,Friend
31,Sakthi,•,Lord Krishna
4,Sakuni,•,Luck
10,Saleel,•,Descendant; Son
31,Saleem,•,Healthy; Tranquillity; Peaceful Origin African; Sound; Unimpaired; Sane; Sincere
1,Salija,•,Add Meaning
18,Salman,•,Safe; Name of a Friend of Ali; Peaceable
26,Salokh,•,Friendship
5,Saloni,•,Very Pretty
36,Samaah,•,Generosity
6,Samali,•,Manage; Dark
13,Samang,•,With Balanced Features; A Sensitive Plant
26,Samant,•,Universal Whole
16,Samara,•,Accompanied by Gods
12,Samath,•,Victorious in War
36,Samaya,•,Time
14,Sambha,•,Shining
9,Sambhu,•,Source of Happiness
46,Sambit,•,Consciousness
11,Samedh,•,Full of Strength
39,Sameen,•,Valuable
32,Sameep,•,Close
79,Sameer,•,Wind; Breeze; Early Morning Fragrance; Cool; Entertainer; Jovial; Entertaining Companion
44,Samesh,•,Lord of Equality
21,Samhit,•,A Vedic Composition
12,Samidh,•,Perfect Full
1,Samiul,•,The Listener of
8,Samkit,•,Right Knowledge; Self Realization; Self Illumination; Satisfied
38,Sammad,•,Joy
4,Samman,•,Grocer
7,Sammat,•,Agreed; Consented
0,Sammer,•,Wind Blows
8,Sammud,•,Joy Delight
9,Samodh,•,Fragrance Full of Joy
11,Sampad,•,Blessing; Perfect
5,Sampal,•,Equality
42,Sampat,•,Prosperous
44,Samraj,•,Universal Ruler
49,Samrat,•,Emperor; King
22,Samuel,•,God is Heard; Asked of God; Told by God; Name of One of the King in Bible; Follower of Jesus
9,Samund,•,Sea; Ocean
31,Samvar,•,Content
18,Samved,•,A Name of Four Vedas; Holistic in Speech and Deed
13,Samvid,•,Knowledge
13,Samyag,•,Total; Real
57,Samyak,•,Gold; Enough
10,Samyan,•,According to Time
9,Sanaka,•,Ancient
7,Sanand,•,Happy; Joyful; Glad
14,Sanath,•,With a Protector
73,Sandip,•,Light of God; A Virtuous Light; A Lighted Lamp; Glowing
7,Sanehi,•,Beloved
3,Sanemi,•,Complete; Perfect
8,Sanesh,•,Add Meaning
5,Sangal,•,Add Meaning
10,Sangam,•,Noble
16,Sangat,•,Associating with Holy Congregation
2,Sangem,•,Mix; Add
6,Sangha,•,Group; Organisation; Gathering
3,Sanghi,•,Community
6,Sangir,•,Assent Promise
3,Sangod,•,With Water Pond Lake
7,Sanhat,•,Conciseness
12,Sanhit,•,Good Relation; Relationship with Friends and Neighberhood
4,Sanidh,•,Add Meaning
4,Sanika,•,Flute
14,Sanish,•,The Son of God Sun
5,Sanjai,•,Add Meaning
55,Sanjan,•,Creator
4,Sanjar,•,Prince; Emperor; King
183,Sanjay,•,Victory; Lord Shiva; Dhritarashtra's Charioteer; Triumphant; Caring
17,Sanjef,•,Victory
9,Sanjev,•,Long Life
21,Sanjib,•,Long Live
85,Sanjit,•,Victory; Who is Always Victorious
77,Sanjiv,•,Love; Life
17,Sanjog,•,Coincidence
21,Sanjoy,•,Creator
37,Sankar,•,Lord Siva
55,Sanket,•,Signal
6,Sankha,•,Conch
5,Sankil,•,Possessed with Fire a Burning Torch
21,Sankul,•,Crowded Together; Dense
8,Sanman,•,Respect
6,Sanmit,•,Add Meaning
28,Santan,•,A Tree
9,Santat,•,Race; Multitude
8,Santha,•,Quiet
6,Santhi,•,Silence
3,Santya,•,Kind; Bestowing Gifts
0,Sanush,•,Sun Rice
7,Sanvah,•,Carrying Along Bearing Wind
7,Sanvar,•,Dam Bridge
32,Sanvir,•,Strong; Brave
34,Sanvit,•,Sun the Surya
0,Sanvra,•,Naughty
30,Sanyam,•,To have Control
13,Sanyat,•,Following a King
21,Sanyog,•,Connection; Milan; Con-incidence
6,Sapana,•,Dream
8,Saprem,•,With Love
21,Saquib,•,Shining Star; Bright; Shining Star Origin Muslim; Luminous
7,Sarala,•,Straight; Honest; Pine Tree
6,Sarame,•,Add Meaning
16,Sarana,•,Injuring
13,Sarang,•,Spotted Deer; Name of a God
10,Sarasi,•,Lake
36,Sarath,•,Sun
7,Sarayu,•,Wind
7,Sardar,•,Commander; Head
9,Sardul,•,Lion
3,Saresh,•,Simple
14,Sargam,•,Musical Notes
3,Sargun,•,All Good Things
2,Sarina,•,Add Meaning
41,Sarish,•,Equal
13,Sarjit,•,Winner of Voice
5,Sarjur,•,A Day
7,Sarmad,•,Which has a Beginning or End
16,Saroop,•,Handsome; Beauteous
14,Sarosh,•,Prayer
7,Sarpal,•,Add Meaning
33,Sartaj,•,Crown; Husband; Husband Origin Muslim; Supreme Master
4,Sarthi,•,Helpful
19,Sarvad,•,Lord Shiva
21,Sarvag,•,Lord Shiva
16,Sarvak,•,Whole
7,Sarvam,•,Perfect in Everything
33,Sarvan,•,God
50,Sarvin,•,Best Archer; God of Love
37,Sarwan,•,God
10,Sarwar,•,Promotion; Chief; Leader; Joy; Delight
11,Sasank,•,Moon
6,Sashak,•,Rural of the Country
37,Sashin,•,Victorious
2,Sashti,•,Add Meaning
51,Sasmit,•,Ever Smiling
2,Sasthi,•,Add Meaning
6,Sasvar,•,A Beautiful Voice
25,Saswat,•,Eternal
35,Saswin,•,Creative Thinker
9,Sasyak,•,Possessing Good Qualities Perfect
4,Satapa,•,Thanks
11,Satayu,•,Brother of Amavasu and Vivasu
15,Satbir,•,Truly Brave
10,Satesh,•,Lord of Hundreds
9,Satgun,•,Of True Merits
6,Satgur,•,True Guide
13,Sathan,•,Star
4,Sathya,•,Truth
77,Satish,•,Victorious; Ruler of Hundreds; Lord of Sati; God of Truth
5,Satjay,•,Of a True Nature
6,Satkar,•,Honour Respect
17,Satnam,•,God's Name is Truth; True Name
23,Satpal,•,Protector
8,Satsev,•,Truthful Service
3,Sattat,•,Always Constant
2,Sattva,•,Reality; Life; Courage
5,Sattwa,•,Purity; Goodness
2,Satush,•,Add Meaning
8,Satvat,•,Lord Krishna
149,Satvik,•,Honesty; Virtuous
4,Satvir,•,Lord of Virtue
54,Satwik,•,Pure; More Meaningful
17,Satyak,•,Honest
39,Satyam,•,Honesty
45,Satyen,•,Lord of the Truth
13,Saubal,•,Mighty
3,Saugat,•,Gift an Enlightened Person
9,Saujas,•,Full of Energy
7,Sauman,•,Flower Blossom
12,Saumil,•,Easily Available
25,Saumit,•,Easy to Get
46,Saumya,•,Handsome
18,Saunak,•,Boy Sage
66,Saurav,•,Sweet Smell; Fragrance; Divine; Celestial
10,Saurin,•,Sun Power in
28,Saurya,•,Brave
8,Sauvan,•,Celestial Heavenly
3,Sauvas,•,Scented; Perfumed
5,Savera,•,Morning
12,Savita,•,Impeller; Begetter; The Sun
9,Savith,•,Born on Sunday
6,Savraj,•,Freedom
14,Sawant,•,Sun; Bright
6,Sayali,•,Name of a Flower; It is a White Small Delicate Flower with Nice Scent
3,Sayeed,•,Master; Happy
8,Sayooj,•,Very Easy
7,Sayyar,•,Mobile; Constantly on the Move
5,Sayyid,•,Happy; Master; Chieftain; Lord; Munificent
7,Scanda,•,Lord Murugan
6,Seduka,•,Existent
6,Seejoy,•,Happy
1,Seelan,•,Lord Siva
7,Seetal,•,Cool; Pleasant Feeling
1,Seghen,•,Add Meaning
1,Sehdev,•,God's Help
5,Sehgal,•,Add Meaning
9,Sekhar,•,Anything
29,Selvam,•,Wealth; Joy of Life; God Manner
19,Selvan,•,Prosperous
2,Selven,•,Proper
13,Selvyn,•,Greek God of Trees; Variant of Sylvanus
10,Semmal,•,Perfect
2,Senani,•,Add Meaning
0,Sendan,•,Lord Murugan
13,Senmal,•,The Best
2,Sepala,•,Add Meaning
5,Seshan,•,Light
6,Sevaka,•,Servant of God
9,Seyash,•,Every Time Success
12,Shaady,•,Singer
39,Shaant,•,Peace and Calm
10,Shabad,•,Word; Lamp; Light of the Holy Word
22,Shabar,•,Nector
5,Shabdh,•,A Word
4,Shabeg,•,Add Meaning
5,Shabin,•,Add Meaning
10,Shabir,•,Ziddi; Stubborn
13,Shachi,•,Effective
15,Shadab,•,Fresh; Nectar
2,Shafar,•,Travel
1,Shaffy,•,Good Heart
7,Shafiq,•,Soft Hearted; Kind; Compassionate; Tender; Beneficent; Affectionate; Soft; Pardoning
35,Shagun,•,Auspicious
10,Shahab,•,Shooting Star; Meteor; Luminous
5,Shaham,•,Add Meaning
18,Shahid,•,Patriot; Witness
31,Shahil,•,Shore; Ruler; Leader
34,Shahul,•,Forward
4,Shahun,•,Truth
8,Shaiju,•,The Power from Sun
1,Shaila,•,Shell
3,Shaira,•,Morning
6,Shaket,•,Book of God
22,Shakib,•,Patience
29,Shakil,•,Handsome; Good Looking
17,Shakin,•,Helpful
10,Shakir,•,Thankful; Grateful
3,Shakra,•,Strong; Powerful
9,Shakta,•,Able; Capable; Worshipper of Shakti
44,Shakti,•,Power
2,Shakun,•,Auspicious
11,Shalik,•,A Sage
3,Shalim,•,The King
41,Shalin,•,Modest
3,Shalit,•,God's Gift
8,Shalok,•,Prayeer
10,Shalom,•,Peace; Peaceful
18,Shalya,•,An Arrow
13,Shamak,•,Makes Peace
16,Shamal,•,Hot and Dry
9,Shaman,•,One who Knows
7,Shamar,•,Ready for Battle
3,Shamba,•,Son of Krishna
4,Shambu,•,Peace; Power; Plenty
9,Shamik,•,An Ancient Sage
11,Shamim,•,Good Smell; Scent; Lord Shiva; Odour
11,Shamir,•,Rock that can Penetrate Metal; Precious Stone; Like a Flint Stone; A Message; Tidings; Thorn
2,Shammi,•,Tree; Good
0,Shamsi,•,Sun or Solar
5,Shamun,•,Name of Prophet
5,Shamus,•,Supplanter; He who Supplants; Sherlock
7,Shamyu,•,Benevolent
5,Shanal,•,Trustworthy and Handsome
18,Shanay,•,Power of Lord Shani
2,Shanda,•,Peace
10,Shankh,•,A Shell
7,Shanku,•,Lord Shiva Arrow Dart
11,Shansa,•,Praise
7,Shanti,•,Perfect Peace
17,Shanyu,•,Benevolent
3,Shapon,•,Dream
20,Sharad,•,Autumn; Name of a Season
6,Sharaj,•,Lord Shanmuka
67,Sharan,•,Shelter
15,Sharat,•,A Season
26,Sharav,•,Pure; Innocent
14,Sharif,•,Honest; Noble; Illustrious; Honourable One; Distinguished
18,Shariq,•,Intelligent; Radiant; Bright; Shining
10,Sharma,•,Protection; Refuge; Joy; Comfort
25,Sharon,•,A Fertile Plain; Princess
4,Sharuk,•,Shy
5,Sharul,•,Shark
14,Sharva,•,Lord Shiva; Destroyer; Withdrawer
43,Shashi,•,Moon
9,Shasta,•,Name of a Native American Tribe; Teacher
7,Shasti,•,Lord Murugan
16,Shauna,•,God's Gift
24,Shauri,•,Lord Vishnu
15,Shaury,•,Brave
11,Shavac,•,Given by God
7,Shavas,•,Power; Might; Valour
129,Shayan,•,Intelligent; Worthy; Deserving; Meriting; Variant of Shea Courteous
11,Shayne,•,Beautiful
24,Shazad,•,Prince
6,Shazia,•,Princess
12,Sheece,•,Prophets Name
11,Sheela,•,Lord Vishnu
22,Shekar,•,Cute
10,Shesha,•,Remainder
2,Sheshu,•,Big Snake
7,Shetan,•,Devil
3,Shetty,•,Lord Ganesha; Vaishya
4,Shevar,•,Treasury
11,Shibhi,•,King
6,Shibil,•,Young One in Arabic
14,Shihab,•,Flame; Blaze; Lord Shiva
8,Shikha,•,Flame
3,Shikin,•,Shi means Golden Kin means Poetry; Four Virtues Compassion Love Sincerity and Dedication; The Heart that Possesses These Qualities
9,Shilin,•,Intellectual
7,Shilpa,•,Stone; Perfectly Created
5,Shilpi,•,Artist
4,Shimah,•,Cream; Character
7,Shimpu,•,Amazingly
5,Shimul,•,Name of a Flower
3,Shinoy,•,Peace Maker
4,Shipra,•,River Name
2,Shiril,•,Lot of Wealth
1,Shirin,•,Add Meaning
5,Shirom,•,A Jewel Worn on the Head
3,Shishu,•,Little Baby
2,Shisya,•,Indresh
2,Shital,•,Cool
16,Shitij,•,Sky
19,Shitiz,•,Horizon
50,Shivam,•,Auspicious; Lord Shiva
23,Shivan,•,God Shivan
30,Shivas,•,Lord Shiva
30,Shiven,•,Lord Shiva
15,Shivin,•,Name of Lord Shiva; The Destroyer; One who Maintains Balance Between Life and Death
16,Shiyam,•,Happy
11,Shlesh,•,Physical Bonding
19,Shloka,•,Hindu Prayer
13,Shlokh,•,Hyme's of Lord
26,Shoban,•,Handsome
14,Shohan,•,Know Yourself
7,Shohum,•,Good Luck
4,Shoman,•,Show Man
4,Shomik,•,Add Meaning
22,Shoora,•,Bold; A Name for Lord Hanuman
6,Shorey,•,Sun
2,Shorve,•,Sign of Love
31,Shorya,•,Pride; Glory; Brave
4,Shoumo,•,The Learned One
4,Shouri,•,Lord Vishnu
12,Shrava,•,Praise Glory Fame
6,Shreey,•,Lord of Shree
2,Shreth,•,Add Meaning
8,Shreya,•,Beautiful
21,Shrida,•,Lord Kuber
10,Shrini,•,Sweet
45,Shrish,•,Lord Vishnu
5,Shroff,•,Add Meaning
18,Shubam,•,Good Wish; Shubha
24,Shuban,•,Arrival of Fortune; Name of Lord Ganesha
10,Shubha,•,Auspicious
2,Shubhi,•,Good Luck
13,Shubho,•,Auspicious
10,Shuchi,•,Pure
9,Shudra,•,The Caste of Servants and Labourers
1,Shuhul,•,Kind
11,Shukla,•,Lord Shiva; Lord Vishnu
10,Shukra,•,The Planet Venus; The Word means Semen or Sexual Secretions
11,Shulin,•,Lord Shiva
3,Shunam,•,Kind
22,Shuvom,•,Pleasant; Good
10,Shuvro,•,White
9,Shvant,•,Placid
1,Shyaam,•,Lord Krishna
2,Shyama,•,The Dark
6,Siamak,•,Silver Flame; Black Haired Man
3,Siddak,•,Wish
19,Siddha,•,Lord Shiva
8,Siddhi,•,Knowledge and Wealth
8,Siddid,•,Lord Shiva
20,Sidhak,•,Faith
18,Sidhan,•,Enlightened; Free Thinking Man
0,Sidhin,•,Famous
2,Sidhra,•,Perfect; Successful
6,Sidhya,•,Auspicious
3,Sihaam,•,Arrows
2,Silida,•,Add Meaning
2,Simant,•,Boundary; Limit
13,Simran,•,Meditation; Remembrance
6,Simrit,•,Remembered
15,Sindhu,•,Ocean; Lord Vishnu
20,Singam,•,Lion
9,Singan,•,Bold as a Lion; Brave Like a Lion
6,Sinhag,•,Lord Shiva
0,Sinjan,•,Sound of Nupur
8,Siraaj,•,Lamp; Light
8,Sirjan,•,Creation
3,Sirvir,•,Brave Leader
8,Sishir,•,Mountain
3,Sishnu,•,Ready to Give
5,Sishva,•,Lord Shiva
6,Sitesh,•,Lord Rama
10,Sitpan,•,Artist; Sculptor
1,Sittal,•,Add Meaning
11,Sivaji,•,Lord Shiva
14,Skanda,•,Spurting; Flowing
23,Smaran,•,Remembrance
8,Smayan,•,Smile
3,Smiren,•,Unforgettable
2,Smirit,•,Remembered
5,Smital,•,Always Smiling
5,Smrita,•,Is Considered; Remembered
3,Snaaru,•,Lord Brahama
18,Snawar,•,Lion
13,Snehal,•,Friendly
31,Snehan,•,Loving; Affectionate; Friend of All
8,Snehil,•,Love; Affection
9,Snehin,•,A Friend
5,Snehit,•,A Friend
13,Sobhan,•,Lord of Love
3,Sofian,•,Sand; Sand Storm; Devoted
10,Sohaan,•,Smart
19,Sohail,•,Moon-glow; Star; Moonlight; From Muslim; Gentle; Ease; Name of Star
4,Sohana,•,Comfortable
6,Sohini,•,A Raaga
0,Sohith,•,Guru; Teacher; Philosopher
4,Sohrab,•,Illustrious; Famous Persian Prince; A Character in Shahnameh; Rostam's Son; Of Shahnama Fame; Champion; Name of a Persian Warrior
8,Soleil,•,Sun
5,Somali,•,Moon's Love
4,Somdev,•,Name of a God
56,Somesh,•,Moon
8,Somjit,•,One who Conquer the Sun
13,Somkar,•,Moon Light
45,Somrik,•,The Vedas of the Moon
4,Somvir,•,Blessings of God
4,Sonesh,•,Peaceful Child
0,Sonika,•,Golden
20,Sonjit,•,Lord Shiva
11,Sonjoe,•,Add Meaning
